armor_type	str_mod	cr	dex_mod	damage_resistances	wis	vulnerabilities	wis_save	hp_average	name	passive_perception	actions	legnedary_actions	launguages	xp	size	cha_save	armor_class	dex_save	con_mod	senses	skills	con_save	speed	str	damage_immunities	wis_mod	reactions	int_mod	condition_immunities	cha	cha_mod	dex	con	int_save	alignment	int	type	hp_source	str_save	special_abilties
Natural Armor	+3	4	+1		15			97	Lamia	12	"[{""Name"":""Multiattack"";""Desc"":""The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d10 + 3"";""Damage Type"":""slashing""};{""Name"":""Dagger"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 3"";""Damage Type"":""piercing""};{""Name"":""Intoxicating Touch"";""Type Attack"":""Spell Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one creature"";""Desc"":""The target is magically cursed for 1 hour Until the curse ends; the target has disadvantage on Wisdom saving throws and all ability checks""}]"		Abyssal; Common	1100	Large		13		+2	Darkvision 60 Ft.	Deception +7; Insight +4; Stealth +3		30 ft.	16		+2		+2		16	+3	13	15		Chaotic Evil	14	monstrosity	13d10+26		"[{""Name"":""Innate Spellcasting"";""Desc"":""The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells; requiring no material components. At will: disguise self (any humanoid form); major image 3/day each: charm person; mirror image; scrying; suggestion 1/day: geas""}]"
	+0	0	-3	Cold	11			13	Lemure	10	"[{""Name"":""Fist"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4"";""Damage Type"":""bludgeoning""}]"		Understands Infernal But Can't Speak	10	Medium		7		+0	Darkvision 120 Ft.			15 ft.	10	Fire; Poison	+0		-5	Charmed; Frightened; Poisoned	3	-4	5	11		Lawful Evil	1	fiend (devil)	3d8		"[{""Name"":""Devil's Sight"";""Desc"":""Magical darkness doesn't impede the lemure's darkvision.""};{""Name"":""Hellish Rejuvenation"";""Desc"":""A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.""}]"
Natural Armor	+0	21	+3	Cold; Lightning; Necrotic	14		+9	135	Lich	19	"[{""Name"":""Paralyzing Touch"";""Type Attack"":""Spell Attack"";""Type"":""Melee"";""Hit Bonus"":""12"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""3d6"";""Damage Type"":""cold"";""Desc"":""The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success""}]"	"[{""Name"":""Cantrip"";""Desc"":""The lich casts a cantrip.""};{""Name"":""Paralyzing Touch (Costs 2 Actions)"";""Desc"":""The lich uses its Paralyzing Touch.""};{""Name"":""Frightening Gaze (Costs 2 Actions)"";""Desc"":""The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns; ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it; the target is immune to the lich's gaze for the next 24 hours.""};{""Name"":""Disrupt Life (Costs 3 Actions)"";""Desc"":""Each non-undead creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic; taking 21 (6d6) necrotic damage on a failed save; or half as much damage on a successful one.""}]"	Common Plus Up To Five Other Languages	33000	Medium		17		+3	Truesight 120 Ft.	Arcana +18; History +12; Insight +9; Perception +9	+10	30 ft.	11	Poison; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	+2		+5	Charmed; Exhaustion; Frightened; Paralyzed; Poisoned	16	+3	16	16	+12	Any Evil Alignment	20	undead	18d8+54		"[{""Name"":""Legendary Resistance (3/Day)"";""Desc"":""If the lich fails a saving throw; it can choose to succeed instead.""};{""Name"":""Rejuvenation"";""Desc"":""If it has a phylactery; a destroyed lich gains a new body in 1d10 days; regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery.""};{""Name"":""Spellcasting"";""Desc"":""The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20; +12 to hit with spell attacks). The lich has the following wizard spells prepared: <br><br> Cantrips (at will): mage hand; prestidigitation; ray of frost<br> 1st level (4 slots): detect magic; magic missile; shield; thunderwave<br> 2nd level (3 slots): detect thoughts; invisibility; acid arrow; mirror image<br> 3rd level (3 slots): animate dead; counterspell; dispel magic; fireball<br> 4th level (3 slots): blight; dimension door<br> 5th level (3 slots): cloudkill; scrying<br> 6th level (1 slot): disintegrate; globe of invulnerability<br> 7th level (1 slot): finger of death; plane shift<br> 8th level (1 slot): dominate monster; power word stun<br> 9th level (1 slot): power word kill""};{""Name"":""Turn Resistance"";""Desc"":""The lich has advantage on saving throws against any effect that turns undead.""}]"
	+3	1	+2		12			26	Lion	13	"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""slashing""}]"			200	Large		12		+1		Perception +3; Stealth +6		50 ft.	17		+1		-4		8	-1	15	13		Unaligned	3	beast	4d10+4		"[{""Name"":""Keen Smell"";""Desc"":""The lion has advantage on Wisdom (Perception) checks that rely on smell.""};{""Name"":""Pack Tactics"";""Desc"":""The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 ft. of the creature and the ally isn't incapacitated.""};{""Name"":""Pounce"";""Desc"":""If the lion moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn; that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone; the lion can make one bite attack against it as a bonus action.""};{""Name"":""Running Leap"";""Desc"":""With a 10-foot running start; the lion can long jump up to 25 ft..""}]"
	-4	0	+0		8			2	Lizard	9	"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""0"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d1"";""Damage Type"":""piercing""}]"			10	Tiny		10		+0	Darkvision 30 Ft.			20 ft.; climb 20 ft.	2		-1		-5		3	-4	11	10		Unaligned	1	beast	1d4		
Natural Armor; Shield	+2	1/2	+0		12			22	Lizardfolk	13	"[{""Name"":""Multiattack"";""Desc"":""The lizardfolk makes two melee attacks; each one with a different weapon.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Heavy Club"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""bludgeoning""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Javelin"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""30/120 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Spiked Shield"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""}]"		Draconic	100	Medium		15		+1		Perception +3; Stealth +4; Survival +5		30 ft.; swim 30 ft.	15		+1		-2		7	-2	10	13		Neutral	7	humanoid (lizardfolk)	4d8+4		"[{""Name"":""Hold Breath"";""Desc"":""The lizardfolk can hold its breath for 15 minutes.""}]"
15 With Mage Armor	-1	6	+2		12		+4	40	Mage	11	"[{""Name"":""Dagger"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 2"";""Damage Type"":""piercing""};{""Name"":""Dagger"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""5"";""Reach"":""20/60 ft."";""Target"":""one target"";""Damage"":""1d4 + 2"";""Damage Type"":""piercing""}]"		Any Four Languages	2300	Medium		12		+0		Arcana +6; History +6		30 ft.	9		+1		+3		11	+0	14	11	+6	Any Alignment	17	humanoid (any race)	9d8		"[{""Name"":""Spellcasting"";""Desc"":""The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14; +6 to hit with spell attacks). The mage has the following wizard spells prepared: <br><br> Cantrips (at will): fire bolt; light; mage hand; prestidigitation<br> 1st level (4 slots): detect magic; mage armor; magic missile; shield<br> 2nd level (3 slots): misty step; suggestion<br> 3rd level (3 slots): counterspell; fireball; fly<br> 4th level (3 slots): greater invisibility; ice storm<br> 5th level (1 slot): cone of cold""}]"
	-1	1/2	+1		10	Cold		22	Magma Mephit	10	"[{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d4 + 1"";""Damage Type"":""slashing"";""Damage 2"":""1d4"";""Damage 2 Type"":""fire""};{""Name"":""Fire Breath (Recharge 6)"";""Desc"":""The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw; taking 7 (2d6) fire damage on a failed save; or half as much damage on a successful one.""};{""Name"":""Variant: Summon Mephits (1/Day)"";""Desc"":""The mephit has a 25 percent chance of summoning 1d4 mephits of its kind. A summoned mephit appears in an unoccupied space within 60 feet of its summoner; acts as an ally of its summoner; and can't summon other mephits. It remains for 1 minute; until it or its summoner dies; or until its summoner dismisses it as an action.""}]"		Ignan; Terran	100	Small		11		+1	Darkvision 60 Ft.	Stealth +3		30 ft.; fly 30 ft.	8	Fire; Poison	+0		-2	Poisoned	10	+0	12	12		Neutral Evil	7	elemental	5d6+5		"[{""Name"":""Death Burst"";""Desc"":""When the mephit dies; it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw; taking 7 (2d6) fire damage on a failed save; or half as much damage on a successful one.""};{""Name"":""False Appearance"";""Desc"":""While the mephit remains motionless; it is indistinguishable from an ordinary mound of magma.""};{""Name"":""Innate Spellcasting (1/Day)"";""Desc"":""The mephit can innately cast heat metal (spell save DC 10); requiring no material components. Its innate spellcasting ability is Charisma.""}]"
Natural Armor	-2	1/2	+2	Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	11			9	Magmin	10	"[{""Name"":""Touch"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6"";""Damage Type"":""fire"";""Desc"":""If the target is a creature or a flammable object; it ignites. Until a creature takes an action to douse the fire; the creature takes 3 (1d6) fire damage at the end of each of its turns""}]"		Ignan	100	Small		14		+1	Darkvision 60 Ft.			30 ft.	7	Fire	+0		-1		10	+0	15	12		Chaotic Neutral	8	elemental	2d6+2		"[{""Name"":""Death Burst"";""Desc"":""When the magmin dies; it explodes in a burst of fire and magma. Each creature within 10 ft. of it must make a DC 11 Dexterity saving throw; taking 7 (2d6) fire damage on a failed save; or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited.""};{""Name"":""Ignited Illumination"";""Desc"":""As a bonus action; the magmin can set itself ablaze or extinguish its flames. While ablaze; the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 ft.""}]"
Natural Armor	+7	6	-1		11			126	Mammoth	10	"[{""Name"":""Gore"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""10"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""4d8 + 7"";""Damage Type"":""piercing""};{""Name"":""Stomp"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""10"";""Reach"":""5 ft."";""Target"":""one prone creature"";""Damage"":""4d10 + 7"";""Damage Type"":""bludgeoning""}]"			2300	Huge		13		+5				40 ft.	24		+0		-4		6	-2	9	21		Unaligned	3	beast	11d12+55		"[{""Name"":""Trampling Charge"";""Desc"":""If the mammoth moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn; that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone; the mammoth can make one stomp attack against it as a bonus action.""}]"
Natural Armor	+3	3	+3		12			68	Manticore	11	"[{""Name"":""Multiattack"";""Desc"":""The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""slashing""};{""Name"":""Tail Spike"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""5"";""Reach"":""100/200 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""piercing""}]"			700	Large		14		+3	Darkvision 60 Ft.			30 ft.; fly 50 ft.	17		+1		-2		8	-1	16	17		Lawful Evil	7	monstrosity	8d10+24		"[{""Name"":""Tail Spike Regrowth"";""Desc"":""The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.""}]"
Natural Armor	+4	16	+5	Cold; Fire; Lightning; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons	16		+8	189	Marilith	13	"[{""Name"":""Multiattack"";""Desc"":""The marilith can make seven attacks: six with its longswords and one with its tail.""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""slashing""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""10 ft."";""Target"":""one creature"";""Damage"":""2d10 + 4"";""Damage Type"":""bludgeoning"";""Desc"":""If the target is Medium or smaller; it is grappled (escape DC 19). Until this grapple ends; the target is restrained; the marilith can automatically hit the target with its tail; and the marilith can't make tail attacks against other targets""};{""Name"":""Teleport"";""Desc"":""The marilith magically teleports; along with any equipment it is wearing or carrying; up to 120 feet to an unoccupied space it can see.""};{""Name"":""Variant: Summon Demon (1/Day)"";""Desc"":""The demon chooses what to summon and attempts a magical summoning.<br>A marilith has a 50 percent chance of summoning 1d6 vrocks; 1d4 hezrous; 1d3 glabrezus; 1d2 nalfeshnees; or one marilith.<br>A summoned demon appears in an unoccupied space within 60 feet of its summoner; acts as an ally of its summoner; and can't summon other demons. It remains for 1 minute; until it or its summoner dies; or until its summoner dismisses it as an action.""}]"		Abyssal; Telepathy 120 Ft.	15000	Large	+10	18		+5	Truesight 120 Ft.		+10	40 ft.	18	Poison	+3	"[{""Name"":""Parry"";""Desc"":""The marilith adds 5 to its AC against one melee attack that would hit it. To do so; the marilith must see the attacker and be wielding a melee weapon.""}]"	+4	Poisoned	20	+5	20	20		Chaotic Evil	18	fiend (demon)	18d10+90	+9	"[{""Name"":""Magic Resistance"";""Desc"":""The marilith has advantage on saving throws against spells and other magical effects.""};{""Name"":""Magic Weapons"";""Desc"":""The marilith's weapon attacks are magical.""};{""Name"":""Reactive"";""Desc"":""The marilith can take one reaction on every turn in combat.""}]"
