Name,Tags/Lair,Environment,Source,Page,Reference,SRD,armor_type,str_mod,cr,dex_mod,damage_resistances,wis,vulnerabilities,wis_save,hp_average,passive_perception,actions,legnedary_actions,launguages,xp,size,cha_save,armor_class,dex_save,con_mod,senses,skills,con_save,speed,str,damage_immunities,wis_mod,reactions,int_mod,condition_immunities,cha,cha_mod,dex,con,int_save,alignment,int,type,hp_source,str_save,special_abilties
Monodrone,,Extraplanar (Mechanus),MM,224.0,MM224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mule,,Desert; Hills; Urban,MM,333.0,MM333,,,2.0,1/8,0.0,,10.0,,,11.0,10.0,"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 2"";""Damage Type"":""bludgeoning""}]",,,25.0,Medium,,10.0,,1.0,,,,40 ft.,14.0,,0.0,,-4.0,,5.0,-3.0,10.0,13.0,,Unaligned,2.0,beast,2d8+2,,"[{""Name"":""Beast of Burden"";""Desc"":""The mule is considered to be a Large animal for the purpose of determining its carrying capacity.""};{""Name"":""Sure-Footed"";""Desc"":""The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.""}]"
Poisonous Snake,,Coastal; Desert; Forest; Grassland; Hills; Swamp,MM,334.0,MM334,,,-4.0,1/8,3.0,,10.0,,,2.0,10.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d1"";""Damage Type"":""piercing"";""Damage 2"":""2d4"";""Damage 2 Type"":""poison"";""Desc"":""The target must make a dc on a failed save; or half as much damage on a successful one""}]",,,25.0,Tiny,,13.0,,0.0,Blindsight 10 Ft.,,,30 ft.; swim 30 ft.,2.0,,0.0,,-5.0,,3.0,-4.0,16.0,11.0,,Unaligned,1.0,beast,1d4,,
Pony,,Urban,MM,335.0,MM335,,,2.0,1/8,0.0,,11.0,,,11.0,10.0,"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4 + 2"";""Damage Type"":""bludgeoning""}]",,,25.0,Medium,,10.0,,1.0,,,,40 ft.,15.0,,0.0,,-4.0,,7.0,-2.0,10.0,13.0,,Unaligned,2.0,beast,2d8+2,,
Slaad Tadpole,,Extraplanar (Limbo),MM,276.0,MM276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stirge,,Coastal; Desert; Forest; Grassland; Hills; Mountain; Swamp; Underdark; Urban,MM,284.0,MM284,Y,Natural Armor,-3.0,1/8,3.0,,8.0,,,2.0,9.0,"[{""Name"":""Blood Drain"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d4 + 3"";""Damage Type"":""piercing"";""Desc"":""The stirge attaches to the target While attached; the stirge doesn't attack. Instead; at the start of each of the stirge's turns; the target loses 5 (1d4 + 3) hit points due to blood loss.<br>The stirge can detach itself by spending 5 feet of its movement. It does so after it drains 10 hit points of blood from the target or the target dies. A creature; including the target; can use its action to detach the stirge""}]",,,25.0,Tiny,,14.0,,0.0,Darkvision 60 Ft.,,,10 ft.; fly 40 ft.,4.0,,-1.0,,-4.0,,6.0,-2.0,16.0,11.0,,Unaligned,2.0,beast,1d4,,
Twig Blight,,Forest,MM,32.0,MM32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarakocra,aarakocra,Mountain,MM,12.0,MM12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axe Beak,,Grassland; Hills,MM,317.0,MM317,,,2.0,1/4,1.0,,10.0,,,19.0,10.0,"[{""Name"":""Beak"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 2"";""Damage Type"":""slashing""}]",,,50.0,Large,,11.0,,1.0,,,,50 ft.,14.0,,0.0,,-4.0,,5.0,-3.0,12.0,12.0,,Unaligned,2.0,beast,3d10+3,,
Blink Dog,,Forest,MM,318.0,MM318,,,1.0,1/4,3.0,,13.0,,,22.0,10.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 1"";""Damage Type"":""piercing""};{""Name"":""Teleport (Recharge 4-6)"";""Desc"":""The dog magically teleports; along with any equipment it is wearing or carrying; up to 40 ft. to an unoccupied space it can see. Before or after teleporting; the dog can make one bite attack.""}]",,Blink Dog; Understands Sylvan But Can't Speak It,50.0,Medium,,13.0,,1.0,,Perception +3; Stealth +5,,40 ft.,12.0,,1.0,,0.0,,11.0,0.0,17.0,12.0,,Lawful Good,10.0,fey,4d8+4,,"[{""Name"":""Keen Hearing and Smell"";""Desc"":""The dog has advantage on Wisdom (Perception) checks that rely on hearing or smell.""}]"
Boar,,Forest; Grassland; Hills,MM,319.0,MM319,,Natural Armor,1.0,1/4,0.0,,9.0,,,11.0,9.0,"[{""Name"":""Tusk"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 1"";""Damage Type"":""slashing""}]",,,50.0,Medium,,11.0,,1.0,,,,40 ft.,13.0,,-1.0,,-4.0,,5.0,-3.0,11.0,12.0,,Unaligned,2.0,beast,2d8+2,,"[{""Name"":""Charge"";""Desc"":""If the boar moves at least 20 ft. straight toward a target and then hits it with a tusk attack on the same turn; the target takes an extra 3 (1d6) slashing damage. If the target is a creature; it must succeed on a DC 11 Strength saving throw or be knocked prone.""};{""Name"":""Relentless (Recharges after a Short or Long Rest)"";""Desc"":""If the boar takes 7 damage or less that would reduce it to 0 hit points; it is reduced to 1 hit point instead.""}]"
Bullywug,bullywug,Swamp,MM,35.0,MM35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constrictor Snake,,Desert; Forest; Swamp; Underwater,MM,320.0,MM320,,,2.0,1/4,2.0,,10.0,,,13.0,10.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Constrict"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d8 + 2"";""Damage Type"":""bludgeoning"";""Desc"":""The target is grappled (escape dc 14) Until this grapple ends; the creature is restrained; and the snake can't constrict another target""}]",,,50.0,Large,,12.0,,1.0,Blindsight 10 Ft.,,,30 ft.; swim 30 ft.,15.0,,0.0,,-5.0,,3.0,-4.0,14.0,12.0,,Unaligned,1.0,beast,2d10+2,,
Draft Horse,,Urban,MM,321.0,MM321,,,4.0,1/4,0.0,,11.0,,,19.0,10.0,"[{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4 + 4"";""Damage Type"":""bludgeoning""}]",,,50.0,Large,,10.0,,1.0,,,,40 ft.,18.0,,0.0,,-4.0,,7.0,-2.0,10.0,12.0,,Unaligned,2.0,beast,3d10+3,,
Dretch,demon,Extraplanar (Abyss),MM,57.0,MM57,Y,Natural Armor,0.0,1/4,0.0,Cold; Fire; Lightning,8.0,,,18.0,9.0,"[{""Name"":""Multiattack"";""Desc"":""The dretch makes two attacks: one with its bite and one with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6"";""Damage Type"":""piercing""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""2"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4"";""Damage Type"":""slashing""};{""Name"":""Fetid Cloud (1/Day)"";""Desc"":""A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners; and its area is lightly obscured. It lasts for 1 minute or until a strong wind disperses it. Any creature that starts its turn in that area must succeed on a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way; the target can take either an action or a bonus action on its turn; not both; and can't take reactions.""}]",,Abyssal; Telepathy 60 Ft. (Works Only With Creatures That Understand Abyssal),50.0,Small,,11.0,,1.0,Darkvision 60 Ft.,,,20 ft.,11.0,Poison,-1.0,,-3.0,Poisoned,3.0,-4.0,11.0,12.0,,Chaotic Evil,5.0,fiend (demon),4d6+4,,
Drow,elf,Underdark,MM,128.0,MM128,Y,Chain Shirt,0.0,1/4,2.0,,11.0,,,13.0,12.0,"[{""Name"":""Shortsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Hand Crossbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""30/120 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing"";""Desc"":""The target must succeed on a dc 13 constitution saving throw or be poisoned for 1 hour If the saving throw fails by 5 or more; the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake""}]",,Elvish; Undercommon,50.0,Medium,,15.0,,0.0,Darkvision 120 Ft.,Perception +2; Stealth +4,,30 ft.,10.0,,0.0,,0.0,,12.0,1.0,14.0,10.0,,Neutral Evil,11.0,humanoid (elf),3d8,,"[{""Name"":""Fey Ancestry"";""Desc"":""The drow has advantage on saving throws against being charmed; and magic can't put the drow to sleep.""};{""Name"":""Innate Spellcasting"";""Desc"":""The drow's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells; requiring no material components: <br>At will: dancing lights<br>1/day each: darkness; faerie fire""};{""Name"":""Sunlight Sensitivity"";""Desc"":""While in sunlight; the drow has disadvantage on attack rolls; as well as on Wisdom (Perception) checks that rely on sight.""}]"
Duodrone,,Extraplanar (Mechanus),MM,225.0,MM225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elk,,Forest; Grassland; Hills,MM,322.0,MM322,,,3.0,1/4,0.0,,10.0,,,13.0,10.0,"[{""Name"":""Ram"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""bludgeoning""};{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one prone creature"";""Damage"":""2d4 + 3"";""Damage Type"":""bludgeoning""}]",,,50.0,Large,,10.0,,1.0,,,,50 ft.,16.0,,0.0,,-4.0,,6.0,-2.0,10.0,12.0,,Unaligned,2.0,beast,2d10+2,,"[{""Name"":""Charge"";""Desc"":""If the elk moves at least 20 ft. straight toward a target and then hits it with a ram attack on the same turn; the target takes an extra 7 (2d6) damage. If the target is a creature; it must succeed on a DC 13 Strength saving throw or be knocked prone.""}]"
Flying Sword,,Any,MM,20.0,MM20,Y,Natural Armor,1.0,1/4,2.0,,5.0,,,17.0,7.0,"[{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 1"";""Damage Type"":""slashing""}]",,,50.0,Small,,17.0,4.0,0.0,Blindsight 60 Ft. (Blind Beyond This Radius),,,0 ft.; fly 50 ft. It can hover.,12.0,Poison; Psychic,-3.0,,-5.0,Blinded; Charmed; Deafened; Frightened; Paralyzed; Petrified; Poisoned,1.0,-5.0,15.0,11.0,,Unaligned,1.0,construct,5d6,,"[{""Name"":""Antimagic Susceptibility"";""Desc"":""The sword is incapacitated while in the area of an antimagic field. If targeted by dispel magic; the sword must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute.""};{""Name"":""False Appearance"";""Desc"":""While the sword remains motionless and isn't flying; it is indistinguishable from a normal sword.""}]"
Giant Badger,,Forest,MM,323.0,MM323,,,1.0,1/4,0.0,,12.0,,,13.0,11.0,"[{""Name"":""Multiattack"";""Desc"":""The badger makes two attacks: one with its bite and one with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 1"";""Damage Type"":""piercing""};{""Name"":""Claws"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d4 + 1"";""Damage Type"":""slashing""}]",,,50.0,Medium,,10.0,,2.0,Darkvision 30 Ft.,,,30 ft.; burrow 10 ft.,13.0,,1.0,,-4.0,,5.0,-3.0,10.0,15.0,,Unaligned,2.0,beast,2d8+4,,"[{""Name"":""Keen Smell"";""Desc"":""The badger has advantage on Wisdom (Perception) checks that rely on smell.""}]"
Giant Bat,,Forest; Underdark,MM,323.0,MM323,,,2.0,1/4,3.0,,12.0,,,22.0,11.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""}]",,,50.0,Large,,13.0,,0.0,Blindsight 60 Ft.,,,10 ft.; fly 60 ft.,15.0,,1.0,,-4.0,,6.0,-2.0,16.0,11.0,,Unaligned,2.0,beast,4d10,,"[{""Name"":""Echolocation"";""Desc"":""The bat can't use its blindsight while deafened.""};{""Name"":""Keen Hearing"";""Desc"":""The bat has advantage on Wisdom (Perception) checks that rely on hearing.""}]"
Giant Centipede,,Underdark; Urban,MM,323.0,MM323,,Natural Armor,-3.0,1/4,2.0,,7.0,,,4.0,8.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d4 + 2"";""Damage Type"":""piercing"";""Damage 2"":""3d6"";""Damage 2 Type"":""poison"";""Desc"":""The target must succeed on a dc If the poison damage reduces the target to 0 hit points; the target is stable but poisoned for 1 hour; even after regaining hit points; and is paralyzed while poisoned in this way""}]",,,50.0,Small,,13.0,,1.0,Blindsight 30 Ft.,,,30 ft.; climb 30 ft.,5.0,,-2.0,,-5.0,,3.0,-4.0,14.0,12.0,,Unaligned,1.0,beast,1d6+1,,
Giant Frog,,Forest; Swamp,MM,325.0,MM325,,,1.0,1/4,1.0,,10.0,,,18.0,12.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 1"";""Damage Type"":""piercing"";""Desc"":""The target is grappled (escape dc 11) Until this grapple ends; the target is restrained; and the frog can't bite another target""};{""Name"":""Swallow"";""Desc"":""The frog makes one bite attack against a Small or smaller target it is grappling. If the attack hits; the target is swallowed; and the grapple ends. The swallowed target is blinded and restrained; it has total cover against attacks and other effects outside the frog; and it takes 5 (2d4) acid damage at the start of each of the frog's turns. The frog can have only one target swallowed at a time. If the frog dies; a swallowed creature is no longer restrained by it and can escape from the corpse using 5 ft. of movement; exiting prone.""}]",,,50.0,Medium,,11.0,,0.0,Darkvision 30 Ft.,Perception +2; Stealth +3,,30 ft.; swim 30 ft.,12.0,,0.0,,-4.0,,3.0,-4.0,13.0,11.0,,Unaligned,2.0,beast,4d8,,"[{""Name"":""Amphibious"";""Desc"":""The frog can breathe air and water""};{""Name"":""Standing Leap"";""Desc"":""The frog's long jump is up to 20 ft. and its high jump is up to 10 ft.; with or without a running start.""}]"
Giant Lizard,,Coastal; Desert; Forest; Swamp; Underdark,MM,326.0,MM326,,Natural Armor,2.0,1/4,1.0,,10.0,,,19.0,10.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 2"";""Damage Type"":""piercing""}]",,,50.0,Large,,12.0,,1.0,Darkvision 30 Ft.,,,30 ft.; climb 30 ft.,15.0,,0.0,,-4.0,,5.0,-3.0,12.0,13.0,,Unaligned,2.0,beast,3d10+3,,"[{""Name"":""Variant: Hold Breath"";""Desc"":""The lizard can hold its breath for 15 minutes. (A lizard that has this trait also has a swimming speed of 30 feet.)""};{""Name"":""Variant: Spider Climb"";""Desc"":""The lizard can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""}]"
Giant Owl,,Arctic; Forest; Hills,MM,327.0,MM327,,,1.0,1/4,2.0,,13.0,,,19.0,15.0,"[{""Name"":""Talons"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 1"";""Damage Type"":""slashing""}]",,Giant Owl; Understands Common; Elvish; And Sylvan But Can't Speak,50.0,Large,,12.0,,1.0,Darkvision 120 Ft.,Perception +5; Stealth +4,,5 ft.; fly 60 ft.,13.0,,1.0,,-1.0,,10.0,0.0,15.0,12.0,,Neutral,8.0,beast,3d10+3,,"[{""Name"":""Flyby"";""Desc"":""The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.""};{""Name"":""Keen Hearing and Sight"";""Desc"":""The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.""}]"
Giant Poisonous Snake,,Desert; Forest; Grassland; Swamp; Underdark; Urban,MM,327.0,MM327,,,0.0,1/4,4.0,,10.0,,,11.0,12.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""1d4 + 4"";""Damage Type"":""piercing"";""Damage 2"":""3d6"";""Damage 2 Type"":""poison"";""Desc"":""The target must make a dc on a failed save; or half as much damage on a successful one""}]",,,50.0,Medium,,14.0,,1.0,Blindsight 10 Ft.,Perception +2,,30 ft.; swim 30 ft.,10.0,,0.0,,-4.0,,3.0,-4.0,18.0,13.0,,Unaligned,2.0,beast,2d8+2,,
Giant Wolf Spider,,Coastal; Desert; Forest; Grassland; Hills,MM,330.0,MM330,,,1.0,1/4,3.0,,12.0,,,11.0,13.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""3"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d6 + 1"";""Damage Type"":""piercing"";""Damage 2"":""2d6"";""Damage 2 Type"":""poison"";""Desc"":""The target must make a dc on a failed save; or half as much damage on a successful one If the poison damage reduces the target to 0 hit points; the target is stable but poisoned for 1 hour; even after regaining hit points; and is paralyzed while poisoned in this way""}]",,,50.0,Medium,,13.0,,1.0,Blindsight 10 Ft.; Darkvision 60 Ft.,Perception +3; Stealth +7,,40 ft.; climb 40 ft.,12.0,,1.0,,-4.0,,4.0,-3.0,16.0,13.0,,Unaligned,3.0,beast,2d8+2,,"[{""Name"":""Spider Climb"";""Desc"":""The spider can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""};{""Name"":""Web Sense"";""Desc"":""While in contact with a web; the spider knows the exact location of any other creature in contact with the same web.""};{""Name"":""Web Walker"";""Desc"":""The spider ignores movement restrictions caused by webbing.""}]"
Goblin,goblinoid,Forest; Grassland; Hills; Underdark,MM,166.0,MM166,Y,Leather Armor; Shield,-1.0,1/4,2.0,,8.0,,,7.0,9.0,"[{""Name"":""Scimitar"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""slashing""};{""Name"":""Shortbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""4"";""Reach"":""80/320 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""}]",,Common; Goblin,50.0,Small,,15.0,,0.0,Darkvision 60 Ft.,Stealth +6,,30 ft.,8.0,,-1.0,,0.0,,8.0,-1.0,14.0,10.0,,Neutral Evil,10.0,humanoid (goblinoid),2d6,,"[{""Name"":""Nimble Escape"";""Desc"":""The goblin can take the Disengage or Hide action as a bonus action on each of its turns.""}]"
Grimlock,grimlock,Underdark,MM,175.0,MM175,Y,,3.0,1/4,1.0,,8.0,,,11.0,13.0,"[{""Name"":""Spiked Bone Club"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 3"";""Damage Type"":""bludgeoning"";""Damage 2"":""1d4"";""Damage 2 Type"":""piercing""}]",,Undercommon,50.0,Medium,,11.0,,1.0,Blindsight 30 Ft. Or 10 Ft. While Deafened (Blind Beyond This Radius),Athletics +5; Perception +3; Stealth +3,,30 ft.,16.0,Blinded,-1.0,,-1.0,,6.0,-2.0,12.0,12.0,,Neutral Evil,9.0,humanoid (grimlock),2d8+2,,"[{""Name"":""Blind Senses"";""Desc"":""The grimlock can't use its blindsight while deafened and unable to smell.""};{""Name"":""Keen Hearing and Smell"";""Desc"":""The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell.""};{""Name"":""Stone Camouflage"";""Desc"":""The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.""}]"
Kenku,kenku,Forest; Urban,MM,194.0,MM194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuo-toa,kuo-toa,Underdark,MM,199.0,MM199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mud Mephit,,Swamp,MM,216.0,MM216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Needle Blight,,Forest,MM,32.0,MM32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panther,,Forest; Grassland; Hills,MM,333.0,MM333,,,2.0,1/4,2.0,,14.0,,,13.0,14.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 2"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 2"";""Damage Type"":""slashing""}]",,,50.0,Medium,,12.0,,0.0,,Perception +4; Stealth +6,,50 ft.; climb 40 ft.,14.0,,2.0,,-4.0,,7.0,-2.0,15.0,10.0,,Unaligned,3.0,beast,3d8,,"[{""Name"":""Keen Smell"";""Desc"":""The panther has advantage on Wisdom (Perception) checks that rely on smell.""};{""Name"":""Pounce"";""Desc"":""If the panther moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn; that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone; the panther can make one bite attack against it as a bonus action.""}]"
Pixie,,Forest,MM,253.0,MM253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudodragon,,Coastal; Desert; Forest; Hills; Mountain; Urban,MM,254.0,MM254,Y,,-2.0,1/4,2.0,,12.0,,,7.0,13.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d4 + 2"";""Damage Type"":""piercing""};{""Name"":""Sting"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""4"";""Reach"":""5 ft."";""Target"":""one creature"";""Damage"":""1d4 + 2"";""Damage Type"":""piercing"";""Desc"":""The target must succeed on a dc 11 constitution saving throw or become poisoned for 1 hour If the saving throw fails by 5 or more; the target falls unconscious for the same duration; or until it takes damage or another creature uses an action to shake it awake""}]",,Understands Common And Draconic But Can't Speak,50.0,Tiny,,13.0,,1.0,Blindsight 10 Ft.; Darkvision 60 Ft.,Perception +3; Stealth +4,,15 ft.; fly 60 ft.,6.0,,1.0,,0.0,,10.0,0.0,15.0,13.0,,Neutral Good,10.0,dragon,2d4+2,,"[{""Name"":""Keen Senses"";""Desc"":""The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight; hearing; or smell.""};{""Name"":""Magic Resistance"";""Desc"":""The pseudodragon has advantage on saving throws against spells and other magical effects.""};{""Name"":""Limited Telepathy"";""Desc"":""The pseudodragon can magically communicate simple ideas; emotions; and images telepathically with any creature within 100 ft. of it that can understand a language.""};{""Name"":""Variant: Familiar"";""Desc"":""The pseudodragon can serve another creature as a familiar; forming a magic; telepathic bond with that willing companion. While the two are bonded; the companion can sense what the pseudodragon senses as long as they are within 1 mile of each other. While the pseudodragon is within 10 feet of its companion; the companion shares the pseudodragon's Magic Resistance trait. At any time and for any reason; the pseudodragon can end its service as a familiar; ending the telepathic bond.""}]"
